# BEAST v10.5.0-beta2 Prerelease #2b4f798d6
# Generated Tue Mar 11 13:03:19 EDT 2025 [seed=1741712595321]
# -beagle_order 1 -overwrite JCV.twoEmperical.xml
state	joint	prior	likelihood	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusion.prior_a	location.diffusion.prior_b	location.precisionPrior	location.traitLikelihood_a	location.traitLikelihood_b
200000	-448.44593302595916	-572.618284545419	124.17235151945984	1.9630262194402979	-0.37771450868025785	-0.37771450868025785	0.669165516730096	0.3295595039810802	0.5714863768840639	0.3225789295255783	0.3225789295255784	1.676480203819059	-341.6772397310001	-227.01502930278855	-3.9260155116303337	215.79827569915003	-91.62592417969019
210000	-364.03655717311864	-550.9297731249403	186.89321595182167	2.885955864590521	-0.6046878935618719	-0.6046878935618719	0.8271770211153276	0.39136970104455665	0.4091798176453012	0.29912107771846713	0.2991210777184671	1.4275963478933436	-307.3730201472938	-238.81723028141315	-4.7395226962333386	259.5504396313245	-72.6572236795028
220000	-507.4978028626341	-610.7764096373185	103.27860677468435	2.241003303798616	-0.31251265816813156	-0.31251265816813156	0.4935753766600064	0.29714581751529356	0.48944451960826907	0.30989716076125773	0.3098971607612578	2.222247780856798	-379.72958092917753	-227.14431288520686	-3.9025158229340997	193.16871432280462	-89.89010754812027
230000	-576.1535274292316	-657.4138365142273	81.26030908499567	2.704819704106876	-0.4179732097394877	-0.4179732097394877	0.731476527093957	0.29715229471511834	0.40551738621107575	0.23171680462965746	0.23171680462965746	1.4995032320985835	-425.1861672009066	-227.6835462594837	-4.544123053836983	180.51973760169068	-99.25942851669501
240000	-493.3597114077701	-609.6091210081686	116.24940960039848	2.768711728620163	-0.5382985284735271	-0.5382985284735271	0.7458060014408595	0.3746031159332197	0.4201353480671513	0.3032400372044934	0.3032400372044934	1.5597000608122322	-402.0109955526946	-203.02289804448972	-4.575227410984159	202.85266553982484	-86.60325593942636
250000	-363.79174450652795	-569.5669960385369	205.77525153200895	3.8274571406542925	-0.6643102048366604	-0.6643102048366604	0.7727512609556454	0.386274371542351	0.3070903787817138	0.2639960395270806	0.26399603952708056	1.5210266517595066	-350.5880407888419	-213.68641924440132	-5.292536005293587	279.49740486373815	-73.72215333172919
260000	-493.03819621743025	-588.4180259837701	95.3798297663399	2.250269692997624	-0.483582749949299	-0.483582749949299	0.5955270838523368	0.41773681995954204	0.5383323546795666	0.4371392125083863	0.4371392125083863	2.0341526277180133	-357.0717676547662	-227.34185032385693	-4.004408005147127	183.41484628102913	-88.03501651468923
270000	-422.31331553648863	-533.627165079952	111.31384954346336	2.095478682314967	-0.310793172955266	-0.310793172955266	0.6427920327604512	0.2677901535019271	0.5140836760379326	0.24856203670445756	0.2485620367044576	1.6758941137421661	-375.1071089462731	-154.508178932629	-4.011877201049896	192.1562838522354	-80.84243430877203
280000	-500.6828384213911	-583.5692992379937	82.88646081660261	1.4767867261543384	-0.1587253785247353	-0.1587253785247353	0.45701703693908824	0.19320630117279922	0.703402947906918	0.24429701769919093	0.24429701769919096	2.272948386265997	-386.47752595542187	-193.80945177449516	-3.2823215080767016	181.76293997164603	-98.87647915504343
290000	-330.8615772650269	-513.5065540167981	182.64497675177117	2.7975217445682636	-0.23896385353126293	-0.23896385353126293	0.6112074780350231	0.18274737527069781	0.3698096265256482	0.14458450952143334	0.1445845095214333	1.6926338579530404	-330.5828339111726	-178.43710718615523	-4.4866129194702635	251.67964292944097	-69.0346661776698
300000	-320.249383822161	-513.6848699479738	193.43548612581276	3.305537144144522	-0.5252755682293515	-0.5252755682293515	0.7397284394964148	0.33591548354138306	0.34100097471192004	0.24214221218871318	0.24214221218871312	1.5237907966159812	-307.6678424684757	-201.07617153597835	-4.9408559435196535	263.61106306168256	-70.17557693586981
310000	-437.0054867648125	-611.4969264169112	174.49143965209868	3.9957990229246074	-0.8593790318464303	-0.8593790318464303	0.9663573103368235	0.43733483009783164	0.30944849984474343	0.27519174259696416	0.2751917425969642	1.2795412215530626	-376.37794437206935	-229.53750864530429	-5.581473399537405	256.8580311834958	-82.36659153139715
320000	-480.0942304242866	-544.8931870395984	64.7989566153118	3.454325600104254	-0.18840438483394975	-0.18840438483394975	0.8062879374190385	0.11289229170806214	0.2932292175625297	0.06851853759223103	0.06851853759223103	1.2562623672222493	-333.06899464970303	-206.65711822144726	-5.16707416844814	153.58649999284202	-88.78754337753023
330000	-445.88310499410534	-568.2145259254801	122.33142093137472	2.9147066947430904	-0.6989166049743534	-0.6989166049743534	0.7112454734981751	0.48542056526628374	0.44885212296456733	0.4410716322382771	0.44107163223827717	1.8394103533902206	-381.0601197105619	-182.58024381621286	-4.574162398705347	208.8016724143788	-86.47025148300408
340000	-493.2115485778896	-579.9710898889493	86.75954131105975	2.3221795421432114	-0.3203362318618351	-0.3203362318618351	0.561038217616232	0.28064799390702666	0.4674476412687556	0.2668987803236663	0.2668987803236663	1.934801080378303	-369.82683365973	-206.0803722613385	-4.063883967880764	167.27416339133242	-80.51462208027267
350000	-655.6947748817495	-582.7681033499806	-72.92667153176883	2.143422498304535	-0.503783038223787	-0.503783038223787	0.4514144589817073	0.5121555884795278	0.6324328235348702	0.7058013383788314	0.7058013383788314	3.002940458949355	-350.8051705300737	-228.30308415023708	-3.6598486696698735	46.15880773355977	-119.0854792653286
360000	-558.8449724619479	-599.2983958992386	40.453423437290624	3.1437988333493085	-0.6801232992377747	-0.6801232992377747	0.7965863827871823	0.429777662627481	0.39015081437783844	0.3331097101440808	0.3331097101440808	1.5397648033848204	-368.32255628408035	-226.11772165588687	-4.858117959271373	135.87786658366232	-95.4244431463717
370000	-459.13751508162386	-526.8645533904815	67.72703830885767	2.284548251677581	-0.4825979683444061	-0.4825979683444061	0.6114274853361747	0.4083314612869301	0.5253107723018442	0.414626292638634	0.414626292638634	1.962780272773869	-293.63846592104244	-229.17117218974468	-4.054915279694455	163.19544869447506	-95.46841038561739
380000	-380.9119302930247	-550.7449194103925	169.83298911736784	2.6235506361574594	-0.5019155165798092	-0.5019155165798092	0.7717521290176987	0.3527337199443327	0.4353266458770796	0.28311836162273707	0.28311836162273707	1.4798812413783613	-326.1910025709408	-220.0389578285717	-4.514959010880004	255.28550889094157	-85.45251977357373
390000	-448.7905388457783	-508.8510598370256	60.060520991247316	2.097709410052879	-0.1025720533010455	-0.1025720533010455	0.4517755266512882	0.10536467593280083	0.48206216828146115	0.10944839528137955	0.10944839528137955	2.2383380395349537	-313.5091280698611	-191.56860887764833	-3.7733228895161828	137.7951576156715	-77.7346366244242
400000	-433.9099675768319	-571.4875515533079	137.57758397647598	3.114474461664267	-0.02390131064939955	-0.02390131064939955	0.7492065509727247	0.015646908626758962	0.3211600859200509	0.01024570189862427	0.010245701898624272	1.3350722633234353	-340.1500017585804	-226.4511475386494	-4.886402256078096	212.85553891842645	-75.27795494195047
410000	-305.3520729656704	-567.7368245727531	262.3847516070827	3.047745293455205	-0.6887603869203232	-0.6887603869203232	0.9871212621130347	0.39709422714249004	0.389534735298673	0.2717964907663971	0.2717964907663971	1.2026918087069873	-334.71461399678265	-228.00883312593012	-5.01337745004035	360.2153292401528	-97.8305776330701
420000	-380.33610963549086	-606.974230647777	226.6381210122861	3.1197251716120546	-0.3055285707137965	-0.3055285707137965	0.785753553699304	0.19514187922136098	0.33323059437199753	0.12957175533888457	0.12957175533888457	1.3230457162035334	-405.3340338806651	-196.72752892130234	-4.912667845809469	296.2480298763397	-69.6099088640536
430000	-559.4772858626827	-597.9005562482178	38.42327038553509	3.9692849932285714	-0.48779780754214985	-0.48779780754214985	1.0613212252986142	0.23766229030604638	0.2670165349997539	0.12272446573725537	0.12272446573725539	0.9986276539604778	-397.0742797980402	-195.08996946168233	-5.736306988495226	102.51149011615635	-64.08821973062126
440000	-540.6568351453575	-646.0103280732479	105.35349292789047	4.610685237612668	-0.855835250516631	-0.855835250516631	0.859459217774563	0.4299270751095993	0.2660665147151581	0.2649446274658055	0.2649446274658055	1.42734981049678	-435.2237051273134	-204.93424795026476	-5.852374995669717	231.49531235011472	-126.14181942222424
450000	-562.6120099708079	-644.0115185891084	81.39950861830054	2.835722721168157	-0.2528369729697079	-0.2528369729697079	0.5221572710865844	0.20778205429174187	0.3685555780465987	0.1784605556300892	0.1784605556300892	2.0015452901865296	-414.90763358674747	-224.71973210655705	-4.3841528958039575	154.55298605976503	-73.15347744146449
460000	-438.92389534575517	-649.9475865652606	211.02369121950545	3.6426992451835987	-0.8572398844971567	-0.8572398844971567	1.0768964198322448	0.4328164361187804	0.33780221452207243	0.26890007806404864	0.26890007806404864	1.142646450670331	-410.49798561977497	-233.9790898971669	-5.470511048318878	272.2908765080802	-61.26718528857476
470000	-505.9634709417388	-611.5450884680426	105.5816175263038	2.121416419608655	-0.1866069227888695	-0.1866069227888695	0.5594295657711796	0.17129397231123664	0.48563241573085697	0.16199067094556632	0.16199067094556632	1.8415697768949257	-384.34349088846795	-223.2594175196835	-3.942180059891194	194.84550439585064	-89.26388686954684
480000	-462.02850963213814	-596.6089008036455	134.58039117150736	4.226404662610387	-0.3927591300911348	-0.3927591300911348	0.8151056176054512	0.2116088407070036	0.2476992798848957	0.11935404638430935	0.11935404638430937	1.284345695599776	-373.48309848767127	-217.4784717950707	-5.647330520903519	201.35975465068262	-66.77936347917527
490000	-462.4122378844613	-576.0519022258022	113.63966434134093	3.0638908317501627	-0.7658267907019464	-0.7658267907019464	0.9272815138103863	0.45434746641915	0.41128451471740446	0.33967322251163096	0.33967322251163096	1.3589517693557152	-425.59203236496046	-145.52677345253073	-4.93309640831108	176.74907110197452	-63.10940676063358
500000	-565.117672850215	-646.6319774644434	81.51430461422846	2.7515448157154263	-0.6805620087267028	-0.6805620087267028	0.6318222195822557	0.5161571631983473	0.49542152443294313	0.5336391430764397	0.5336391430764398	2.157528628937098	-493.73453978757516	-148.55313036641004	-4.344307310458118	142.83444307071545	-61.32013845648699
510000	-557.273128577182	-685.1673041654353	127.89417558825333	4.122138514991017	-0.9361546563364677	-0.9361546563364677	1.1512353542285256	0.42973848860700703	0.29754095287907917	0.24195256640220164	0.2419525664022017	1.0653816503680034	-457.2334486876129	-222.08962479946678	-5.844230678355693	238.9687566370996	-111.07458104884627
520000	-401.7712994080686	-595.2674385464824	193.49613913841375	3.2131948712387444	-0.8146501715700274	-0.8146501715700274	0.8354522789398684	0.49721222341955906	0.4134232149765698	0.4031293007412285	0.40312930074122844	1.5900481541559828	-414.69799849485815	-175.6623415157182	-4.907098535905992	265.4892479708485	-71.99310883243476
530000	-508.6321643328241	-628.8705375115295	120.23837317870539	3.483310361396986	-0.8577406491815794	-0.8577406491815794	0.8447310318785548	0.5000353203071719	0.38279567188237296	0.38869106936217085	0.38869106936217085	1.578486026730329	-406.7157125897432	-217.0640215191222	-5.090803402664113	212.9807571315445	-92.7423839528391
540000	-429.8669319619733	-565.1643372822815	135.2974053203082	2.707741253990191	-0.718722043654389	-0.718722043654389	0.7014166223743493	0.5215180659142975	0.5072828498691728	0.5197985832366092	0.5197985832366092	1.9583093075022395	-357.0436682455908	-203.7230492020901	-4.397619834600585	223.4213645428312	-88.123959222523
550000	-518.8135147570717	-604.0632613353429	85.24974657827111	2.637339717289388	-0.5483585060913341	-0.5483585060913341	0.6504083261003224	0.41868605951077303	0.4597660359828039	0.3876282121950836	0.3876282121950836	1.8643045894389723	-392.81195313634356	-206.9029686218688	-4.348339577130508	168.301619082373	-83.0518725041019
560000	-503.1430763975608	-657.0310432238607	153.8879668262999	3.1609584248442055	-0.3583604299666797	-0.3583604299666797	0.5664172700135582	0.2678196350376406	0.34080476998160986	0.21562009206107302	0.21562009206107305	1.9019012412433591	-422.60287332418324	-229.7794471845722	-4.648722715105288	215.96590064508814	-62.07793381878823
570000	-393.72455878539193	-534.1899526398345	140.46539385444254	2.749669280985353	-0.40262590905038137	-0.40262590905038137	0.7150637588244826	0.28713696374210307	0.39635895953635486	0.22317504477633485	0.22317504477633482	1.5241382909295844	-332.5072253334041	-197.1243108157073	-4.558416490723075	220.27289578574496	-79.80750193130243
580000	-402.80716416504356	-519.5255233463844	116.71835918134082	2.3853484373460345	-0.44960828073079995	-0.44960828073079995	0.8295923785979721	0.3196141593898324	0.46692372225247103	0.2530553286291633	0.25305532862916325	1.3425578633171984	-351.80116456506636	-163.29847984573084	-4.4258789355872015	190.49843740072086	-73.78007821938004
590000	-356.1009417614629	-498.7129491406866	142.61200737922368	3.4480093141681043	-0.6642990068100372	-0.6642990068100372	0.7839672969521477	0.4040456306767292	0.34660700777049874	0.29369935698911603	0.29369935698911603	1.5244311794571757	-270.5471319207382	-223.1107168120891	-5.05510040785931	231.98412074866664	-89.37211336944296
600000	-513.1217075814765	-603.9939376315847	90.87223005010826	2.249924894678495	-0.13884704699721193	-0.13884704699721193	0.5246142124718673	0.12780051710540344	0.4518391569353687	0.11958603325400763	0.11958603325400763	1.937812860214772	-383.5743404260093	-216.42663496002808	-3.992962245547212	159.98353364571773	-69.11130359560947
610000	-579.2885643591111	-583.3351520431436	4.046587684032502	3.0059281129563673	-0.38469593655938894	-0.38469593655938894	0.578442440478486	0.29174151172682455	0.3636252269415118	0.2418307120051091	0.2418307120051091	1.8896111622436915	-392.0055753857098	-186.77425948233625	-4.555317175097599	66.83876740200716	-62.79217971797466
620000	-553.5978742248312	-557.2370054524473	3.6391312276160193	1.7850326073787637	-0.41561115345506244	-0.41561115345506244	0.5896149391971227	0.40511644929291046	0.6702079388696472	0.47242000840014226	0.47242000840014226	2.0290242751235086	-345.79892724341784	-207.78378935997833	-3.6542888490510874	96.13843438587017	-92.49930315825415
630000	-411.9785063991834	-543.1498051222104	131.171298723027	3.1746368562025564	-0.873882470463687	-0.873882470463687	0.9746278084289759	0.49680573600760913	0.41822002672039793	0.3749894544225329	0.3749894544225329	1.362260238571211	-349.70418830094064	-188.41693624730317	-5.028680573966551	237.17170251912253	-106.00040379609553
640000	-313.35198830016293	-463.18783939485496	149.835851094692	2.9600654773003825	-0.7706175295438296	-0.7706175295438296	0.8124635472220079	0.49691977811245314	0.4486037625468458	0.4254983801057269	0.4254983801057268	1.6344074943944842	-302.5358575476611	-155.93772756855412	-4.7142542786397055	229.31354048763254	-79.47768939294053
650000	-357.91581778077716	-535.7127304297195	177.79691264894237	2.267059999103949	-0.35252663425303	-0.35252663425303	0.6080840510753847	0.3002469615453007	0.4848041684746522	0.28105716879428666	0.2810571687942866	1.8074477299709373	-345.8175010415324	-185.81334907553142	-4.0818803126557235	244.61225725546376	-66.81534460652139
660000	-380.0900025315441	-500.8893824710815	120.79937993953737	2.2466759216360788	-0.380765599608914	-0.380765599608914	0.6743864819021667	0.30933784910218326	0.49220065816902886	0.2779015946568461	0.2779015946568461	1.6397353698471795	-339.6588427618331	-157.0815258171891	-4.1490138920593225	175.50129360698025	-54.70191366744289
670000	-407.61900246558	-524.5339124747055	116.91491000912546	2.3074776488374984	-0.09835241547488403	-0.09835241547488403	0.5765592867191897	0.08526961321607272	0.4365477432610904	0.0744685343013984	0.0744685343013984	1.7471302317536497	-333.1484175203986	-187.27336202622732	-4.1121329280796655	174.30948104751667	-57.3945710383912
680000	-258.01264425105467	-479.5537987084421	221.54115445738742	3.4813818400242926	-0.7428012137634243	-0.7428012137634243	0.7593673660621771	0.4568470346258799	0.3630046858663423	0.35508547419096154	0.3550854741909616	1.6642246924202566	-263.6996536251364	-210.83371126799798	-5.0204338153077455	312.15626322789547	-90.61510877050804
690000	-351.58997800000736	-508.4679996878908	156.8780216878835	1.9621426818104422	-0.2035105203879655	-0.2035105203879655	0.554370638754003	0.19512883967561898	0.5298199682571072	0.19449792235440727	0.19449792235440724	1.875247895035128	-278.9129627071113	-225.7431079636759	-3.811929017103574	243.13384646581702	-86.25582477793353
700000	-373.4934840606333	-524.430172960813	150.93668890017972	3.742670229401174	-0.9353356550979148	-0.9353356550979148	0.8928467652418492	0.511667984823017	0.36194853595121235	0.3791729826046417	0.37917298260464166	1.5172301259477619	-302.3432779832485	-216.78665576588443	-5.30023921167999	281.3941157631252	-130.4574268629455
710000	-243.68959616184836	-484.74059706454995	241.0510009027016	3.9011944183485703	-0.905027275675108	-0.905027275675108	1.0019762324283503	0.45775612187616777	0.3242820234996375	0.29290522746933	0.29290522746933007	1.2625920447050423	-282.2301442578261	-196.96378524381913	-5.546667562904708	313.86791020713497	-72.81690930443338
720000	-367.6342182634473	-516.6268092314651	148.99259096801785	2.8785291950675305	-0.9205660480700982	-0.9205660480700982	0.9089853274938382	0.5691034227239821	0.5138125967039529	0.5203587090899434	0.5203587090899433	1.6271159893016127	-328.8184032112624	-183.09838933620583	-4.7100166839968995	213.39080231454494	-64.39821134652709
730000	-399.92329362824245	-528.1724664854919	128.24917285724945	2.2648352080815206	-0.3249183550894056	-0.3249183550894056	0.5344193882572721	0.29533494644381275	0.48372504734696387	0.2940970147285476	0.2940970147285476	2.049995831616232	-300.7925747778987	-223.39940804214325	-3.9804836654499307	225.646880891509	-97.39770803425955
740000	-404.7549256284055	-515.8407333991048	111.0858077706993	2.0789826897951205	-0.2678717394025584	-0.2678717394025584	0.5131792652847557	0.2593384499626149	0.5156878077307029	0.2691811602498488	0.2691811602498488	2.0891452522261003	-321.9036245102276	-190.112441829136	-3.8246670597412447	178.50300648637742	-67.41719871567811
750000	-440.07301121262714	-543.172286664436	103.09927545180886	1.8861786147100004	-0.13397165562504867	-0.13397165562504867	0.3909008265236697	0.15602285542098424	0.5434005543474255	0.18623719110782097	0.18623719110782097	2.622021841055409	-315.82414815653925	-223.84327095530597	-3.5048675525908086	198.32828396182944	-95.22900851002058
760000	-421.53195766715373	-536.7008229469925	115.1688652798388	2.328788507970254	-0.5802605891391893	-0.5802605891391893	0.7791478260629487	0.4307726464668728	0.527246324119802	0.3926600991767521	0.3926600991767521	1.5758821874458453	-327.94881158229964	-204.47175247863206	-4.280258886060793	183.58582469984302	-68.41695942000422
770000	-423.9770078633745	-526.8319969247515	102.85498906137694	2.5305701083308794	-0.4827035429884292	-0.4827035429884292	0.6121310608568526	0.3878368680745787	0.4651318035651009	0.36678545477367414	0.36678545477367414	1.9228703031149215	-314.7022980424136	-207.89001125212465	-4.23968763021317	178.2492832175745	-75.39429415619755
780000	-427.79701158080115	-575.4994276967037	147.70241611590257	3.1851253653008196	-0.48134841934639994	-0.48134841934639994	0.7451002612425418	0.31245604182574155	0.3479270804610423	0.22476726816394843	0.22476726816394843	1.4873050338265703	-336.5906634485034	-234.03186425335983	-4.876899994840542	279.93560999560265	-132.23319387970008
790000	-353.4537213737086	-502.53874214782195	149.08502077411333	3.087560538935717	-0.676524364783938	-0.676524364783938	0.8838921727711612	0.40952088707873485	0.3891423188917721	0.29784657926478053	0.29784657926478053	1.3593292313849257	-269.4036324147597	-228.20816415844402	-4.926945574618239	236.43896754175296	-87.35394676763961
800000	-358.56313567914344	-516.6675152886364	158.10437960949295	2.8713371342095892	-0.7304785080555526	-0.7304785080555526	0.7787147320493759	0.4885130316250642	0.45743416474723314	0.42909914561242635	0.42909914561242635	1.6866865999031797	-303.8477735173443	-208.19768568671935	-4.622056084572661	245.8149741056845	-87.71059449619156
810000	-546.8617343751406	-570.3932096837004	23.531475308559834	3.5558120167911147	-0.5193184366980383	-0.5193184366980383	0.6962845090540346	0.3300433433457329	0.315608510897348	0.23539417631232568	0.2353941763123257	1.6117614582220277	-352.24048383366573	-213.10002544106317	-5.0527004089715035	113.52420360214526	-89.99272829358543
820000	-514.0393368706225	-578.1883297077263	64.14899283710383	2.487923454133957	-0.5773169244707046	-0.5773169244707046	0.658821795648741	0.4509327758935284	0.5045336937379092	0.4421162783083022	0.44211627830830214	1.9052818506335976	-360.993786135087	-212.95673747198092	-4.237806100658473	171.94993665400997	-107.80094381690614
830000	-381.44451821062273	-558.2144433778311	176.76992516720836	3.47333648713149	-0.5153233114082845	-0.5153233114082845	0.9066717284559354	0.2903897765922644	0.31442159324402363	0.17870721179838092	0.1787072117983809	1.2045065020570556	-363.1356951342262	-189.82819703164074	-5.2505512119642335	242.17302696326323	-65.40310179605487
840000	-354.33379831646346	-491.92665457511504	137.5928562586516	2.6953527164177338	-0.26268655695964654	-0.26268655695964654	0.5129748969975082	0.22339939315362545	0.39049763525832176	0.19996783450280745	0.19996783450280742	2.0518135840735527	-312.7641616845528	-174.89090233858585	-4.271590551976443	211.98367746358684	-74.39082120493524
