# BEAST v10.5.0-beta2 Prerelease #2b4f798d6
# Generated Tue Mar 11 13:03:19 EDT 2025 [seed=1741712595321]
# -beagle_order 1 -overwrite JCV.twoEmperical.xml
state	joint	prior	likelihood	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusion.prior_a	location.diffusion.prior_b	location.precisionPrior	location.traitLikelihood_a	location.traitLikelihood_b
15310000	-380.45862456964903	-519.0513524044653	138.5927278348163	1.820683277611126	-0.21167914448839753	-0.21167914448839753	0.403140759044719	0.2470771114165113	0.5849540989300877	0.3071447886339054	0.30714478863390543	2.641797243761096	-320.58064296797653	-195.01389697212036	-3.456812464368399	216.59364059386974	-78.00091275905343
15320000	-404.9934846458343	-532.0424503147115	127.04896566887714	3.3608746346144103	-0.3434797469095217	-0.3434797469095217	0.5957538189873459	0.2427401188435725	0.31617128139185574	0.18228742855081967	0.18228742855081967	1.7836428503801054	-323.3888337315786	-203.82750639445285	-4.826110188680031	194.377468463402	-67.32850279452487
15330000	-370.3036596801472	-551.145311038995	180.84165135884786	2.654865588260424	-0.42954748786398017	-0.42954748786398017	0.7771956105059893	0.29903687443963145	0.4136574117248579	0.22862391351779207	0.22862391351779204	1.4130352936530597	-351.16677432799924	-195.41615489151596	-4.562381819479754	231.89809315313553	-51.05644179428768
15340000	-380.6246877724667	-499.79431294513347	119.16962517266678	3.8895731843387384	-0.9340340280669143	-0.9340340280669143	0.8673406902830822	0.5085303342982166	0.34677460632068796	0.3734395099892252	0.3734395099892252	1.5551042685595071	-310.46806380761194	-183.95838953665123	-5.36785960087029	238.00731144921147	-118.83768627654469
15350000	-419.1672391005709	-572.9680682849731	153.80082918440223	3.919995416261105	-0.8935300466097923	-0.8935300466097923	0.9960609794424731	0.4521925656248084	0.3206729373182028	0.28766401911338113	0.2876640191133812	1.2620075179633508	-361.90378456116144	-205.50853789742263	-5.55574582638911	239.075603358258	-85.27477417385576
15360000	-504.58916253221895	-596.2843505641533	91.69518803193438	2.981769046609966	-0.6041630650353611	-0.6041630650353611	0.7896140816850207	0.39374017331451105	0.39690392029571675	0.3036859328783674	0.3036859328783674	1.4988028347853215	-406.47651989625217	-185.04718981437549	-4.760640853525715	192.3962268390474	-100.70103880711301
15370000	-460.816124756762	-559.5421222635231	98.72599750676109	2.515541059721595	-0.16996895860752867	-0.16996895860752867	0.6545714992906986	0.1324571365947631	0.4046279465590747	0.10506749953927602	0.10506749953927604	1.554999285155481	-359.9754475778055	-195.21008774548292	-4.3565869402347	202.26861364839573	-103.54261614163464
15380000	-566.7337650632332	-614.5740931359193	47.84032807268598	2.6821525533514223	-0.30810239571117815	-0.30810239571117815	0.5874039772487273	0.24546235470169128	0.3967391027479654	0.208095744604045	0.20809574460404504	1.8115553157026456	-380.82026533391013	-229.39180834129874	-4.36201946071042	127.81261560854304	-79.97228753585706
15390000	-354.95647154716767	-486.9776623813533	132.0211908341856	2.519674511432407	-0.09688257964836568	-0.09688257964836568	0.39798574174421875	0.09674749210417698	0.40062655374272266	0.09752543855496905	0.09752543855496904	2.536393669895103	-308.80445073986976	-174.18666403099908	-3.9865476104844033	182.5833997042792	-50.5622088700936
15400000	-403.2801965160032	-549.2107930849029	145.93059656889972	3.4852072792864983	-0.7749311715612012	-0.7749311715612012	0.8979514160737743	0.4380487089211382	0.3550578489873853	0.3064145676063938	0.3064145676063938	1.3780814615442118	-340.33610977260946	-203.68816210098606	-5.186521211307257	246.17345114548766	-100.24285457658794
15410000	-489.4145775682766	-615.5643357354944	126.14975816721777	3.620509273698593	-0.37057406976247503	-0.37057406976247503	0.7612712238935173	0.22321351584018753	0.2906875317154523	0.14150181732348155	0.14150181732348152	1.3824729889850116	-402.68494537663304	-207.67610547169366	-5.203284887167646	191.71593349675678	-65.566175329539
15420000	-395.0322835604089	-504.12276056162534	109.09047700121639	2.569539826669504	-0.7047352628445256	-0.7047352628445256	0.6562517757782134	0.542704072185529	0.5516513516509869	0.5924070222031431	0.5924070222031431	2.1599790976905933	-317.392971272254	-182.49905509998393	-4.230734189387394	220.56528859942722	-111.47481159821083
15430000	-376.89600901401514	-520.7878026906717	143.89179367665656	2.1341163910025944	-0.31479143073836374	-0.31479143073836374	0.7727882086298018	0.2451227426897176	0.49853240327155607	0.20307469335426412	0.2030746933542641	1.3767370689495197	-359.7762134641377	-156.807944461799	-4.203644764735033	220.92239479584637	-77.03060111918981
15440000	-290.11842046787086	-444.2819599634192	154.16353949554832	2.334532794897542	-0.28412440441872394	-0.28412440441872394	0.387135511107021	0.2988663665938059	0.4703647299694015	0.3452075434257583	0.3452075434257583	2.8364277008242134	-312.708124122486	-127.77934425365667	-3.7944915872764744	196.80061851381424	-42.637079018265936
15450000	-460.9688083382345	-542.312101469578	81.3432931313435	2.505119503611897	-0.5002918060354177	-0.5002918060354177	0.6917367119207438	0.3800482641114929	0.46657277782249007	0.3374441946497698	0.3374441946497698	1.6896899433485884	-347.95642500434207	-190.02932841412965	-4.326348051106228	138.03710552395043	-56.69381239260692
15460000	-376.9412806584018	-569.4908374864705	192.54955682806866	3.30468916121535	-0.7379645489544905	-0.7379645489544905	0.871109055974167	0.4349445836168415	0.37320135545438116	0.3161594613881092	0.3161594613881092	1.4157980173237288	-350.4981395500053	-213.94995004300833	-5.042747893456825	269.8672485043727	-77.31769167630405
15470000	-332.8075517019412	-539.1538299063953	206.3462782044542	2.521096592652522	-0.3008622545720335	-0.3008622545720335	0.49404122985376714	0.2695822947729131	0.427738522958409	0.2604850943769813	0.26048509437698136	2.1827533161470307	-307.1357378450328	-227.90744545630815	-4.110646605054448	271.6130618397466	-65.2667836352924
15480000	-386.89058748396803	-596.5028960997706	209.6123086158026	3.9969776801785963	-0.6515801978578959	-0.6515801978578959	0.8532509808339116	0.35282846687113306	0.28576309287733154	0.21822134023862313	0.21822134023862313	1.3386315746548534	-367.1441190879868	-223.8556931261667	-5.503083885617145	300.94443629822194	-91.33212768241934
15490000	-358.8426433247985	-534.9615711601938	176.11892783539528	2.3644267474335208	-0.5481338885203085	-0.5481338885203085	0.7666951349827983	0.40711056006554014	0.5069582546242801	0.36244001917517055	0.3624400191751706	1.5634188902121506	-329.67787753068865	-200.98027814987643	-4.303415479628688	237.40212154531042	-61.28319370991514
15500000	-438.200166519687	-575.4927377502827	137.29257123059568	3.6355188823616307	-0.8938446101389531	-0.8938446101389531	0.8945687687888688	0.4956464014145713	0.3646443939366773	0.3643492121672869	0.3643492121672869	1.4819113138712547	-346.29238536516664	-223.95557473055908	-5.244777654556977	220.75036447747397	-83.45779324687827
15510000	-392.50348881473815	-487.9884821033423	95.48499328860412	1.9603030615713113	-0.15133158647168118	-0.15133158647168118	0.3535945521197191	0.18176706441860174	0.5275552422389391	0.2257833761319947	0.2257833761319947	2.9247287615416693	-294.8536172366958	-189.64694314323592	-3.487921723410569	175.24989118654818	-79.76489789794407
15520000	-490.67982193259354	-553.7597942504431	63.07997231784951	2.4980327015812387	-0.13572695355054962	-0.13572695355054962	0.4492866042328972	0.12811657105274687	0.4069953790937947	0.12295101254547279	0.1229510125454728	2.2628935668015844	-334.5167686790294	-215.18891208702726	-4.0541134843864075	123.52815231684765	-60.44817999899814
15530000	-444.8362046869852	-545.7447282564815	100.90852356949631	2.075669535703546	-0.25522288561408657	-0.25522288561408657	0.6560999084303059	0.21870339278821227	0.505973568234604	0.19682373441911405	0.19682373441911408	1.600722554539646	-354.77835424095576	-186.9395507237445	-4.0268232917812705	179.2516330627166	-78.34310949322028
15540000	-355.61426659953486	-512.249706359164	156.63543975962912	2.9771875730810784	-0.6380181907549939	-0.6380181907549939	0.7187294614949855	0.43616141060802094	0.41479714012413604	0.36821660311776905	0.36821660311776905	1.7182110336181962	-305.1416814448829	-202.45419443272928	-4.653830481551683	225.00538009117835	-68.36994033154923
15550000	-375.50414391478023	-528.8313271869793	153.32718327219905	2.4935208465462693	-0.16092902135897555	-0.16092902135897555	0.5731494201606271	0.13461515012641223	0.4084408116365843	0.11468210171323236	0.11468210171323236	1.7769461898969998	-339.391844770394	-185.2057233167724	-4.233759099812789	215.41300780372825	-62.0858245315292
15560000	-505.64994664157575	-590.5683033242829	84.9183566827071	2.9599793494852435	-0.6737053090511642	-0.6737053090511642	0.7760584842773076	0.4445067943133606	0.4210299383703158	0.36550093903516956	0.36550093903516945	1.6058582546800209	-404.1456039684933	-181.71789422196605	-4.704805133823576	149.06144484342022	-64.14308816071312
15570000	-478.9274159037293	-626.3900735464114	147.46265764268207	4.136605077260762	-0.8797015866246268	-0.8797015866246268	0.9612895574080988	0.4411499482861283	0.30015907157703453	0.2746835326267818	0.2746835326267818	1.2916394752266311	-402.84426526222217	-217.88385517026433	-5.6619531139248185	262.66708355026634	-115.20442590758425
15580000	-490.14671193278326	-596.1006458008437	105.95393386806046	2.1826051429447944	-0.08369153729369191	-0.08369153729369191	0.43114353815966056	0.08627461252738305	0.4616039370849264	0.08960436535906484	0.08960436535906485	2.3368067427976387	-377.4891700455515	-214.80771025507036	-3.8037655002218393	196.17978526220736	-90.2258513941469
15590000	-650.3182879274196	-726.7129416955604	76.39465376814074	3.0741819001789485	-0.7426878873452329	-0.7426878873452329	0.8669925716591529	0.4549187866219393	0.41017621480859473	0.35136737773022375	0.35136737773022375	1.4544026519574649	-484.8029665810432	-237.03414185701132	-4.8758332575058265	201.08890150136614	-124.6942477332254
15600000	-514.5320948739628	-686.5566663517419	172.0245714777791	4.334270357578616	-0.9276994069182766	-0.9276994069182766	0.9535698073941365	0.45632370949489476	0.2913974105978014	0.2834917830796706	0.28349178307967055	1.3244915571316789	-434.13416283846766	-246.6547968706224	-5.767706642651863	253.35576926828784	-81.33119779050875
15610000	-418.4568084761437	-500.4637530075696	82.00694453142593	2.6047261553108836	-0.487806719034929	-0.487806719034929	0.6110829507765567	0.38664879313795814	0.4514006985562205	0.3603378124900428	0.3603378124900427	1.924084454591362	-307.60695131490326	-188.56643424250396	-4.290367450162428	135.62994245200053	-53.622997920574605
15620000	-480.9470057799113	-643.9642963868419	163.01729060693054	2.2676886900636486	-0.29420158652117073	-0.29420158652117073	0.6054319646019093	0.25108491428723745	0.47064906444935284	0.2287056342437253	0.22870563424372536	1.7628497054043202	-417.64541374496696	-222.22538333553806	-4.093499306336829	232.16870378640655	-69.15141317947602
15630000	-492.9628991612187	-613.6332774283424	120.6703782671237	3.5719331139852066	-0.7628560408846907	-0.7628560408846907	0.8985335358029578	0.42581777396650367	0.34196598796910477	0.2903295306237075	0.29032953062370753	1.3594146324120886	-384.6885082549056	-223.69548522760263	-5.249283945834157	208.2793927037098	-87.6090144365861
15640000	-479.437224632181	-623.7692832729774	144.33205864079642	3.4243197977562128	-0.8285483971262995	-0.8285483971262995	1.0364356493097637	0.4398043816703684	0.3620616154232703	0.2894396495524744	0.28943964955247437	1.1962293640972128	-388.2228415475308	-230.25917553514873	-5.287266190297897	228.42578569665537	-84.09372705585895
15650000	-409.59461734404624	-548.3325359776695	138.73791863362325	3.086090279128825	-0.7621909391174733	-0.7621909391174733	0.8224675870661867	0.4784098055958895	0.42021071347334654	0.38941449288225805	0.389414492882258	1.576728637613198	-333.5069944073361	-210.00446199538433	-4.821079574949071	218.43388254283983	-79.69596390921657
15660000	-439.8446407199149	-575.6474804082716	135.8028396883567	3.4656269502028674	-0.7146938548720349	-0.7146938548720349	0.6723221899741667	0.4682097132814265	0.3695640299635794	0.39285501079008484	0.3928550107900848	1.9049959694422296	-346.22310674852895	-224.52516801197265	-4.899205647770064	208.83157895484794	-73.02873926649126
15670000	-402.2274157857669	-542.7876039680917	140.56018818232485	2.7950023496720675	-0.10583288647779857	-0.10583288647779857	0.6641971034223415	0.07767496458074698	0.35995319399934456	0.05735479019942417	0.057354790199424174	1.514716065180438	-340.64056304109835	-197.58011448270653	-4.566926444286849	202.878764706568	-62.31857652424317
15680000	-367.5918669664693	-565.1042250989432	197.5123581324739	3.2040977428532957	-0.17313438868154352	-0.17313438868154352	0.802840361447812	0.10794831332432152	0.3157800757567381	0.06809870679067533	0.06809870679067533	1.2602632809162495	-358.73461439955827	-201.36856245879306	-5.001048240591841	252.60986383313332	-55.097505700659404
15690000	-473.9275164119184	-587.4825298414232	113.5550134295048	2.4945571813587524	-0.2233616788613955	-0.2233616788613955	0.47945921572611827	0.20423778800012235	0.41832225841371945	0.1948803128184172	0.19488031281841722	2.17647040586712	-360.76879153577397	-222.62750248705177	-4.086235818597518	206.36670750815037	-92.81169407864557
15700000	-626.0726078787864	-664.0035304093187	37.9309225305324	2.8752699107259536	0.21595946606678823	0.21595946606678823	0.8028251395728706	-0.1421420103717839	0.3549652785364349	-0.09548544041079965	-0.09548544041079964	1.271286777680221	-447.78593675644987	-211.43946340400908	-4.7781302488597515	121.50960691510876	-83.57868438457636
15710000	-568.544727647507	-659.3302276869284	90.78550003942149	2.3692022955350223	0.11525741788721111	0.11525741788721111	0.6259094966013157	-0.09464813112198012	0.4258983061976914	-0.0784265765600776	-0.07842657656007758	1.6121168478623897	-423.23875136144886	-231.8703935891713	-4.221082736308234	175.5368942876989	-84.75139424827742
15720000	-384.04604632537183	-534.6919986251468	150.64595229977493	3.8195461745493575	-0.8739250540782884	-0.8739250540782884	0.7438544410479977	0.5184708304276375	0.3580627817319316	0.42067374827746623	0.42067374827746623	1.8385819224065818	-335.3211038151649	-194.19260173877072	-5.178293071211155	225.62546503873673	-74.97951273896179
15730000	-422.94923955675506	-578.6289589680697	155.67971941131464	3.811617476596242	-0.9477542974849642	-0.9477542974849642	0.9214914164533652	0.5057029190346213	0.35250343414821617	0.3625499257258544	0.3625499257258544	1.4580800495470816	-334.27634383688456	-238.9745698888007	-5.378045242384507	256.0787060760573	-100.39898666474268
15740000	-282.4745458212674	-506.92846495933566	224.45391913806827	3.289606785232692	-0.8511376618841956	-0.8511376618841956	0.9882693461933054	0.47205233609444774	0.3911486970330495	0.33687312950070997	0.33687312950071	1.3019987038464338	-277.3888497120498	-224.40621918903838	-5.133396058247472	304.6006463793071	-80.14672724123882
15750000	-601.1755181434097	-541.0716135123515	-60.103904631058214	2.7784141219566263	-0.6031692717485084	-0.6031692717485084	0.8482108291271044	0.3929061377700747	0.4256232347605132	0.30266396953919733	0.3026639695391973	1.3941788591740134	-344.2661962203583	-192.11629322218516	-4.689124069808069	42.143458076086404	-102.24736270714462
15760000	-450.2504905983143	-570.4518811782004	120.20139057988614	2.554524152334891	-0.4954740525503082	-0.4954740525503082	0.6689883906983642	0.3790151925006171	0.4571302496900276	0.33856518365111	0.33856518365111	1.7455463799260067	-390.86351662566017	-175.255184860979	-4.333179691561348	205.72114424880903	-85.51975366892289
15770000	-486.72227157754344	-631.9478879773678	145.22561639982436	3.8004911650986477	-0.43094114941454353	-0.43094114941454353	0.813643143780526	0.24506490259814484	0.279935943730158	0.14826637239637316	0.14826637239637316	1.3075684212082477	-403.8785462154113	-222.6977698270937	-5.371571934862807	223.8506018165963	-78.62498541677195
15780000	-479.5019475697967	-647.4236689964787	167.92172142668196	2.2775183379309722	-0.27871672267660513	-0.27871672267660513	0.8539549831954285	0.1998548061989635	0.4573415097742548	0.14926867253736664	0.14926867253736661	1.2197407307236592	-461.33163087097773	-181.68305317722908	-4.408984948271881	223.17359570615992	-55.25187427947795
15790000	-385.0861770980204	-537.0578220553164	151.97164495729595	3.02789781728628	-0.49359410145821947	-0.49359410145821947	0.841220990407302	0.3092746351982902	0.3651931529895869	0.2142804188960054	0.2142804188960054	1.314479266963696	-366.72411746445187	-165.45090694179683	-4.882797649067671	224.42065014615844	-72.44900518886249
15800000	-468.97889579565333	-580.2812640660134	111.30236827036006	3.4122394320952343	-0.6795815439656384	-0.6795815439656384	0.6953699664362601	0.441178015163511	0.3638893880497321	0.3556272546985474	0.35562725469854745	1.7856361056084185	-404.0720654578453	-171.30057261833102	-4.908625989836969	186.74806135915335	-75.44569308879329
15810000	-469.6311703792943	-616.7164285975979	147.0852582183036	2.7013454053302612	-0.6946983269820385	-0.6946983269820385	0.9211020169266922	0.4404050873762662	0.4592630200765134	0.34637775819490396	0.34637775819490396	1.346895377844479	-414.974296884803	-197.05190989310105	-4.690221819693911	234.07685098059463	-86.99159276229102
15820000	-297.984851018605	-456.7971213123594	158.8122702937544	2.7609046053723367	-0.8063002169478642	-0.8063002169478642	0.8255519000608755	0.5340708634395188	0.5067378071630969	0.494920796404395	0.49492079640439496	1.694690237415368	-272.60153611692095	-179.62730349165608	-4.568281703782445	236.94592862965231	-78.1336583358979
15830000	-468.2107763054863	-566.0587006300741	97.84792432458781	2.742155930799121	-0.5161399794692112	-0.5161399794692112	0.7459973570787984	0.3608716640887759	0.4192785155854904	0.2900900417041527	0.2900900417041527	1.5411945595511811	-384.08587133158096	-177.40963508596087	-4.563194212532281	185.14050697683936	-87.29258265225155
15840000	-548.0757102002694	-574.3852158702427	26.309505669973277	2.342791229353956	-0.5055029063493223	-0.5055029063493223	0.5920247448794081	0.42922690071828734	0.5232409580388204	0.4467715704408682	0.44677157044086824	2.0705964369475924	-368.7777157664064	-201.54731469378055	-4.060185410055702	98.88638139955071	-72.57687572957744
15850000	-518.8989240193911	-654.8868882676513	135.98796424826025	3.949550825435644	-0.7869329451182785	-0.7869329451182785	0.815524191883016	0.43847561888174325	0.3134593075214792	0.30246982063531225	0.30246982063531225	1.5180708053594243	-436.5270939233216	-212.96815182091436	-5.391642523415369	216.27171439969212	-80.28375015143185
15860000	-594.002707544959	-684.619546739445	90.61683919448606	2.776315699989205	-0.34216309367836484	-0.34216309367836484	0.5301489553197666	0.2820329074137139	0.39131584987493784	0.25255890906703266	0.25255890906703266	2.049266204829399	-477.20645866096464	-203.07701001351188	-4.336078064968412	176.7008619001723	-86.08402270568624
15870000	-562.9603108537084	-609.1706116896047	46.21030083589628	3.31764759226705	-1.0380490453345994	-1.0380490453345994	1.0422255270890524	0.558241210859662	0.4378747100049511	0.43612002669549516	0.4361200266954952	1.393857605292019	-394.934927565889	-209.0911329088988	-5.144551214816968	186.1410332407546	-139.93073240485833
15880000	-403.87413499230485	-555.0796910754676	151.20555608316278	3.618743628114858	-0.833562083284765	-0.833562083284765	0.838998570785232	0.4783859682794613	0.35834808344948904	0.35602608321691875	0.3560260832169187	1.5456162725239717	-369.2960883451692	-180.5983552894946	-5.185247440803767	223.46721321993348	-72.2616571367707
15890000	-470.83667376585765	-550.7262005026645	79.8895267368068	3.8892004051433675	-0.715231381516959	-0.715231381516959	0.6910483040145448	0.43627687878067983	0.31756721513649205	0.3286804072697441	0.3286804072697441	1.787259348722894	-368.3125865304922	-177.20370525631117	-5.209908715861144	160.41754903061405	-80.52802229380725
15900000	-430.1518530331315	-490.31116605079677	60.159313017665255	1.836402497142989	-0.16877176521123913	-0.16877176521123913	0.41129443035557556	0.1941956248611436	0.5658834968147837	0.23220629702856121	0.23220629702856121	2.5266324801536135	-309.2017304848852	-177.61410229893218	-3.4953332669793378	148.5283865559682	-88.36907353830296
15910000	-418.95541686999616	-538.8201845636617	119.86476769366548	3.22610392701597	-0.9523657493405436	-0.9523657493405436	1.0486653774318522	0.5177810196539445	0.4235144456428871	0.3846228368566924	0.38462283685669246	1.3028957049984222	-331.91259603905496	-201.78583665449503	-5.121751870111705	225.80611443146412	-105.94134673779864
15920000	-414.5355223813224	-553.0453929357891	138.5098705544667	2.6692879987219555	-0.6808116611075908	-0.6808116611075908	0.7096259665166653	0.4946688004051142	0.4960020645239031	0.475861940507757	0.47586194050775693	1.8657326826327099	-382.4427354867702	-166.20309725224226	-4.399560196776653	237.27347326318417	-98.76360270871749
15930000	-379.8197397121607	-529.4458612829445	149.62612157078382	2.6635927839597424	-0.2734544907715642	-0.2734544907715642	0.589777658544735	0.21817600572516194	0.39419683633889274	0.18277208975802062	0.18277208975802062	1.78029776733632	-353.59599365226086	-171.49071053909975	-4.359157091583919	211.88755514993326	-62.261433579149454
15940000	-439.9701776638744	-560.9589355159343	120.98875785205989	3.2128292975571173	-0.6355350971229741	-0.6355350971229741	0.7985660082506335	0.3967713484880577	0.36940695651629796	0.29399083302053564	0.29399083302053564	1.4862158924306164	-388.0739697586293	-167.96278449244872	-4.9221812648563015	195.2095264369763	-74.2207685849164
15950000	-380.5099691162739	-575.9736843435431	195.46371522726923	3.17858309182655	-0.35776902208223305	-0.35776902208223305	0.5145883986256146	0.2797408911372265	0.341315196321475	0.2373003439950874	0.23730034399508737	2.1082844364709645	-352.45099569991953	-218.939798163759	-4.582890479864664	282.7732510726254	-87.30953584535617
15960000	-388.4231890067242	-504.42913659921413	116.0059475924899	2.404424442798055	-0.14821001566867534	-0.14821001566867534	0.4576835002999176	0.14128282102268683	0.42437074228107263	0.1374224640424873	0.1374224640424873	2.229417020452613	-309.1098930643886	-191.3193801000857	-3.9998634347398605	176.85079242243808	-60.84484482994817
15970000	-554.8833079699244	-612.3270387717056	57.443730801781115	3.303107831920713	0.09031717241085174	0.09031717241085174	0.7836149221949065	-0.056138086825538815	0.3037023007101018	-0.03500384216520079	-0.03500384216520079	1.280171445992912	-389.0211826811043	-218.25753557590872	-5.048320514692644	123.78151462966979	-66.33778382788867
15980000	-458.1279072839528	-524.5804237539384	66.45251646998555	2.5954146226853867	-0.2802330173963368	-0.2802330173963368	0.42165533201312744	0.2678780514634793	0.41508051052047035	0.2758633772522577	0.2758633772522577	2.554944630850783	-339.40886968620526	-181.1241369790143	-4.0474170887187695	162.24452091020498	-95.79200444021943
15990000	-820.8707284720126	-710.3444416925619	-110.5262867794508	0.851886490022361	-0.22467621514381375	-0.22467621514381375	0.5404437322495274	0.3311242529741853	1.3184213396452298	0.5481013080184276	0.5481013080184275	2.0781910500210747	-528.5944343960995	-178.9687178466516	-2.7812894498107585	-2.22616500789478	-108.30012177155602
16000000	-450.45484692239285	-516.1422569159774	65.68740999358461	3.995163744220353	-0.22330219030504306	-0.22330219030504306	0.8293919395546991	0.12267209602263703	0.25412684526957596	0.06842010207438791	0.06842010207438791	1.224123734792032	-289.09324703234427	-221.51427814672198	-5.534731736911226	136.7430664770311	-71.0556564834465
16010000	-329.2052961346413	-520.9356500532818	191.73035391864056	3.644760764953902	-0.9240463515679774	-0.9240463515679774	0.9592012586811838	0.4942018570163359	0.3630316339206177	0.34972645604044905	0.349726456040449	1.3794429936113797	-329.5499815104588	-186.06685781422823	-5.318810728594846	255.91820697381442	-64.18785305517386
16020000	-493.53258264517166	-616.9300886825581	123.39750603738645	2.39753007465671	-0.3975899493331452	-0.3975899493331452	0.6784696369101328	0.31173686037071907	0.4619922630181871	0.27073205704861336	0.27073205704861336	1.6325569849952322	-385.82589519112616	-226.84302359684528	-4.261169894586624	224.95024210012582	-101.55273606273937
16030000	-450.17671117851086	-632.1297007785473	181.95298960003646	2.5813125400462487	-0.19651673404117725	-0.19651673404117725	0.6814483371049109	0.148170850666734	0.3960959432032134	0.11422653323354068	0.11422653323354068	1.5004034342437507	-435.2578404932105	-192.4381736108653	-4.43368667447144	238.74794010145249	-56.79495050141604
16040000	-540.747508678189	-640.2311659080368	99.48365722984786	3.325444364867703	-0.2874622403527698	-0.2874622403527698	0.8176338026214074	0.17433177171009154	0.3101372483627957	0.10903750303055099	0.109037503030551	1.261376623125233	-392.3957852585784	-242.7481175056975	-5.087263143760825	176.3015765113763	-76.81791928152845
16050000	-460.9029112825529	-573.6470122180431	112.74410093549018	3.010877179693785	-0.6670544438234208	-0.6670544438234208	0.8295997007440213	0.42206609704370773	0.40411875403528574	0.32493889579499585	0.32493889579499585	1.4666735454700515	-363.3382202885379	-205.4979119844514	-4.810879945053735	205.54086557550858	-92.7967646400184
16060000	-307.4391526697062	-541.7014569233178	234.2623042536116	3.4316833696696487	-0.4138975135869973	-0.4138975135869973	0.687522200282979	0.269460957903166	0.31421724055603784	0.18916296017609657	0.1891629601760966	1.5683771061295544	-356.1106363470687	-180.60868878196206	-4.982131794287053	297.11244832632076	-62.85014407270914
16070000	-396.9890909527735	-530.4576285728484	133.46853762007495	3.073537623817241	-0.6534162656113158	-0.6534162656113158	0.6983044712942379	0.4460137657057025	0.40615337417856934	0.3800451406666885	0.38004514066668854	1.7876552820355045	-319.2704095716097	-206.4993115288607	-4.687907472377972	209.4554938515295	-75.98695623145454
16080000	-355.88669934058004	-531.8151888872187	175.92848954663867	1.8331955227581624	-0.2748190940897726	-0.2748190940897726	0.5286727570976344	0.2791573352302892	0.5915980897877926	0.30752946679772963	0.30752946679772963	2.051391820197341	-334.50111819627176	-193.65834123813966	-3.655729452807262	242.44345661698998	-66.5149670703513
16090000	-549.4748050765332	-650.7519221816153	101.27711710508204	2.8924251791161613	-0.546468289276479	-0.546468289276479	0.6095888261655902	0.41154317137534213	0.4162258934693928	0.3731273313973225	0.37312733139732257	1.9749414733267465	-430.41233937707716	-215.86677328076226	-4.472809523775951	174.85529081012857	-73.57817370504652
16100000	-424.9999492284832	-560.1169985607416	135.11704933225843	2.9780200114333812	-0.7374309716587422	-0.7374309716587422	0.854148592688807	0.46237128299874813	0.42710266369111094	0.3687399768374051	0.3687399768374051	1.4891089094986425	-372.0191747138755	-183.3041749177386	-4.793648929127578	194.74616304548405	-59.629113713225614
16110000	-610.1451883951468	-662.8089544862917	52.66376609114485	2.95121948976103	-0.20975650407407223	-0.20975650407407223	0.8985053740445593	0.12881141219468956	0.3445600490180354	0.08043770623238347	0.08043770623238346	1.131737618304565	-453.32535435348365	-204.5484813018035	-4.935118831004529	132.87817839527634	-80.21441230413149
16120000	-460.01228802581323	-570.8518825451231	110.83959451930987	2.456996602145282	-0.4260039725685958	-0.4260039725685958	0.7388247727648661	0.31618455131704515	0.45220956798704764	0.2607425732018872	0.2607425732018872	1.5038442306743909	-375.41510382241955	-191.06238625807177	-4.37439246463176	175.11791653596885	-64.27832201665898
16130000	-487.7555132587495	-609.5573271126691	121.80181385391964	3.069636516701428	-0.6723045885283656	-0.6723045885283656	0.6341155884572116	0.48187942589085075	0.424296394057435	0.44984923539709104	0.449849235397091	2.053940525689073	-427.0549858772631	-177.918541435691	-4.583799799715095	190.20404479058726	-68.40223093666762
16140000	-489.57357281547627	-598.2036021384026	108.63002932292636	2.3218891644611492	-0.04632475075641271	-0.04632475075641271	0.6483005495998035	0.03775758024318782	0.4312986534973747	0.030818734670479363	0.030818734670479356	1.5446966238427842	-396.22414815571443	-197.75955806959422	-4.219895913094032	182.48693587886737	-73.85690655594101
16150000	-461.43560088984276	-563.2287582772101	101.79315738736732	2.429169026499988	-0.5181018009855942	-0.5181018009855942	0.5029406861615877	0.46873550339348774	0.5275794589413588	0.5434833079952953	0.5434833079952953	2.5481726094957793	-380.9173159473516	-178.3382768486289	-3.973165481229513	172.63697156610053	-70.84381417873321
16160000	-357.9770195850885	-582.9319179246024	224.95489833951393	3.586461642783041	-0.8671613797395595	-0.8671613797395595	0.9540514745018228	0.46879279573507115	0.3573627813286921	0.32481601968737706	0.324816019687377	1.3433949236993386	-376.92547212230585	-200.71418191346973	-5.292263888826836	279.83629648548884	-54.88139814597492
16170000	-467.62507629426864	-559.5956010349695	91.97052474070084	1.8043993486909007	-0.22225162017827685	-0.22225162017827685	0.34110516927166223	0.28329209380368464	0.6025590649209412	0.39260539122797816	0.39260539122797816	3.1874544341051405	-368.98717396121486	-187.28914799263666	-3.3192790811179997	159.89731529837118	-67.92679055767034
16180000	-364.37755215307794	-466.74167553196247	102.36412337888454	2.1540297111869378	-0.4666141380481253	-0.4666141380481253	0.5730980067515767	0.41996935357164555	0.5636615347292169	0.45893099972439116	0.4589309997243912	2.1185620584198985	-299.24333975891443	-163.59544627318425	-3.902889499863757	173.42310669594252	-71.05898331705798
